Time (s),SE1,SE2,voltage diff
2104-07-08T03:58:35.3,-601.5,-619.4,-4.073
2104-07-08T03:58:35.4,-601.5,-619.4,-4.077
2104-07-08T03:58:35.6,-601.5,-619.5,-4.058
2104-07-08T03:58:35.7,-601.4,-619.5,-4.005
2104-07-08T03:58:35.8,-601.5,-619.4,-4.052
2104-07-08T03:58:35.9,-601.4,-619.5,-4.009
2104-07-08T03:58:36.1,-601.5,-619.5,-4.018
2104-07-08T03:58:36.2,-601.5,-619.5,-4.068
2104-07-08T03:58:36.3,-601.5,-619.5,-4.015
2104-07-08T03:58:36.4,-601.4,-619.5,-3.975
2104-07-08T03:58:36.5,-601.5,-619.5,-3.985
2104-07-08T03:58:36.6,-601.5,-619.5,-3.986
2104-07-08T03:58:36.8,-601.6,-619.5,-4.078
2104-07-08T03:58:36.9,-601.5,-619.5,-4.028
2104-07-08T03:58:37,-601.5,-619.5,-4.064
2104-07-08T03:58:37.2,-601.6,-619.4,-4.173
2104-07-08T03:58:37.3,-601.6,-619.4,-4.12
2104-07-08T03:58:37.4,-601.5,-619.4,-4.089
2104-07-08T03:58:37.5,-601.5,-619.4,-4.026
2104-07-08T03:58:37.6,-601.5,-619.5,-4.024
2104-07-08T03:58:37.7,-601.5,-619.5,-4.042
2104-07-08T03:58:37.9,-601.5,-619.5,-3.992
2104-07-08T03:58:38,-601.5,-619.5,-4
2104-07-08T03:58:38.1,-601.5,-619.5,-3.967
2104-07-08T03:58:38.2,-601.5,-619.4,-4.055
2104-07-08T03:58:38.4,-601.5,-619.4,-4.036
2104-07-08T03:58:38.5,-601.5,-619.5,-3.995
2104-07-08T03:58:38.6,-601.6,-619.5,-4.01
2104-07-08T03:58:38.7,-601.6,-619.5,-4.024
2104-07-08T03:58:38.8,-601.6,-619.5,-4.017
2104-07-08T03:58:39,-601.7,-619.5,-4.11
2104-07-08T03:58:39.1,-601.6,-619.5,-4.051
2104-07-08T03:58:39.2,-601.6,-619.5,-3.995
2104-07-08T03:58:39.3,-601.7,-619.5,-4.039
2104-07-08T03:58:39.5,-601.6,-619.5,-4.008
2104-07-08T03:58:39.6,-601.7,-619.5,-4.019
2104-07-08T03:58:39.7,-601.7,-619.5,-4.074
2104-07-08T03:58:39.8,-601.6,-619.5,-4.023
2104-07-08T03:58:39.9,-601.6,-619.5,-4.082
2104-07-08T03:58:40.1,-601.6,-619.4,-4.104
2104-07-08T03:58:40.2,-601.6,-619.4,-4.042
2104-07-08T03:58:40.3,-601.5,-619.4,-4.005
2104-07-08T03:58:40.4,-601.5,-619.4,-3.967
2104-07-08T03:58:40.7,-601.5,-619.4,-4.028
2104-07-08T03:58:40.8,-601.6,-619.4,-4.072
2104-07-08T03:58:40.9,-601.6,-619.4,-4.024
2104-07-08T03:58:41,-601.6,-619.4,-4.02
2104-07-08T03:58:41.1,-601.6,-619.4,-4.075
2104-07-08T03:58:41.3,-601.6,-619.4,-4.072
2104-07-08T03:58:41.4,-601.5,-619.4,-4.01
2104-07-08T03:58:41.5,-601.6,-619.4,-4.039
2104-07-08T03:58:41.6,-601.6,-619.4,-4.024
2104-07-08T03:58:41.7,-601.6,-619.4,-4.031
2104-07-08T03:58:41.9,-601.7,-619.5,-4.055
2104-07-08T03:58:42,-601.6,-619.5,-3.982
2104-07-08T03:58:42.1,-601.6,-619.5,-3.971
2104-07-08T03:58:42.2,-601.7,-619.5,-4.047
2104-07-08T03:58:42.4,-601.7,-619.5,-4.024
2104-07-08T03:58:42.5,-601.7,-619.4,-4.028
2104-07-08T03:58:42.6,-601.6,-619.4,-3.991
2104-07-08T03:58:42.8,-601.6,-619.4,-4.026
2104-07-08T03:58:42.9,-601.6,-619.3,-4.044
2104-07-08T03:58:43,-601.7,-619.4,-4.082
2104-07-08T03:58:43.1,-601.6,-619.4,-4.056
2104-07-08T03:58:43.2,-601.7,-619.4,-4.058
2104-07-08T03:58:43.4,-601.7,-619.5,-3.948
2104-07-08T03:58:43.5,-601.7,-619.5,-3.921
2104-07-08T03:58:43.6,-601.6,-619.5,-3.915
2104-07-08T03:58:43.7,-601.7,-619.5,-3.986
2104-07-08T03:58:43.9,-601.7,-619.5,-3.989
2104-07-08T03:58:44,-601.7,-619.5,-3.952
2104-07-08T03:58:44.1,-601.7,-619.5,-3.949
2104-07-08T03:58:44.2,-601.7,-619.5,-3.942
2104-07-08T03:58:44.3,-601.7,-619.5,-3.914
2104-07-08T03:58:44.5,-601.7,-619.5,-3.972
2104-07-08T03:58:44.6,-601.7,-619.5,-3.938
2104-07-08T03:58:44.7,-601.7,-619.5,-3.95
2104-07-08T03:58:44.8,-601.7,-619.5,-3.975
2104-07-08T03:58:45,-601.8,-619.5,-4.001
2104-07-08T03:58:45.1,-601.8,-619.5,-4.009
2104-07-08T03:58:45.2,-601.7,-619.5,-3.97
2104-07-08T03:58:45.3,-601.8,-619.5,-3.971
2104-07-08T03:58:45.4,-601.7,-619.5,-3.957
2104-07-08T03:58:45.5,-601.8,-619.5,-3.977
2104-07-08T03:58:45.7,-601.8,-619.5,-3.979
2104-07-08T03:58:45.8,-601.9,-619.4,-4.094
2104-07-08T03:58:45.9,-601.8,-619.5,-4.025
2104-07-08T03:58:46,-601.8,-619.5,-3.997
2104-07-08T03:58:46.1,-601.8,-619.4,-4.085
2104-07-08T03:58:46.3,-601.9,-619.5,-4.078
2104-07-08T03:58:46.4,-601.9,-619.5,-4.091
2104-07-08T03:58:46.5,-601.9,-619.5,-4.07
2104-07-08T03:58:46.6,-601.9,-619.4,-4.143
2104-07-08T03:58:46.8,-601.8,-619.4,-4.055
2104-07-08T03:58:46.9,-601.8,-619.5,-4.012
2104-07-08T03:58:47,-601.8,-619.5,-4.038
2104-07-08T03:58:47.1,-601.8,-619.5,-3.997
2104-07-08T03:58:47.2,-601.8,-619.5,-3.986
2104-07-08T03:58:47.4,-601.8,-619.5,-3.977
2104-07-08T03:58:47.5,-601.8,-619.5,-3.987
2104-07-08T03:58:47.6,-601.9,-619.5,-4.07
2104-07-08T03:58:47.7,-601.9,-619.5,-4.014
2104-07-08T03:58:47.9,-601.9,-619.5,-4.042
2104-07-08T03:58:48,-601.9,-619.5,-4.094
2104-07-08T03:58:48.1,-602,-619.5,-4.107
2104-07-08T03:58:48.2,-602,-619.5,-4.122
2104-07-08T03:58:48.3,-602,-619.5,-4.143
2104-07-08T03:58:48.5,-602,-619.6,-4.113
2104-07-08T03:58:48.6,-602,-619.5,-4.069
2104-07-08T03:58:48.7,-601.9,-619.5,-4.018
2104-07-08T03:58:48.9,-601.9,-619.5,-3.973
2104-07-08T03:58:49,-601.9,-619.5,-4.051
2104-07-08T03:58:49.1,-601.9,-619.5,-4.001
2104-07-08T03:58:49.2,-601.9,-619.5,-3.992
2104-07-08T03:58:49.3,-601.9,-619.5,-4.052
2104-07-08T03:58:49.4,-602,-619.5,-4.11
2104-07-08T03:58:49.6,-601.9,-619.5,-4.018
2104-07-08T03:58:49.7,-601.9,-619.5,-3.959
2104-07-08T03:58:49.8,-601.9,-619.6,-3.958
2104-07-08T03:58:49.9,-601.9,-619.6,-3.999
2104-07-08T03:58:50.1,-601.9,-619.5,-4.066
2104-07-08T03:58:50.2,-601.9,-619.5,-4.073
2104-07-08T03:58:50.3,-601.9,-619.5,-4.035
2104-07-08T03:58:50.4,-601.9,-619.5,-4.047
2104-07-08T03:58:50.5,-601.9,-619.5,-4.048
2104-07-08T03:58:50.7,-601.9,-619.6,-4.011
2104-07-08T03:58:50.8,-602,-619.6,-4.02
2104-07-08T03:58:50.9,-602,-619.6,-4.04
2104-07-08T03:58:51,-602,-619.6,-4.053
2104-07-08T03:58:51.2,-601.9,-619.6,-3.979
2104-07-08T03:58:51.3,-602,-619.7,-3.991
2104-07-08T03:58:51.4,-602,-619.6,-4.022
2104-07-08T03:58:51.5,-601.9,-619.6,-3.973
2104-07-08T03:58:51.6,-601.9,-619.6,-3.951
2104-07-08T03:58:51.8,-601.9,-619.6,-3.999
2104-07-08T03:58:51.9,-602,-619.6,-4.089
2104-07-08T03:58:52,-602,-619.6,-4.038
2104-07-08T03:58:52.1,-601.9,-619.6,-3.992
2104-07-08T03:58:52.3,-601.9,-619.6,-4.037
2104-07-08T03:58:52.4,-602,-619.6,-4.044
2104-07-08T03:58:52.5,-601.9,-619.6,-4.009
2104-07-08T03:58:52.6,-601.9,-619.6,-4.026
2104-07-08T03:58:52.7,-601.9,-619.6,-3.971
2104-07-08T03:58:52.9,-601.9,-619.7,-4.002
2104-07-08T03:58:53,-602,-619.7,-4.039
2104-07-08T03:58:53.1,-602,-619.7,-3.993
2104-07-08T03:58:53.2,-602,-619.7,-3.998
2104-07-08T03:58:53.3,-601.9,-619.7,-3.97
2104-07-08T03:58:53.5,-601.8,-619.7,-3.876
2104-07-08T03:58:53.6,-601.8,-619.7,-3.892
2104-07-08T03:58:53.7,-601.8,-619.7,-3.907
2104-07-08T03:58:53.8,-601.9,-619.7,-3.934
2104-07-08T03:58:54,-601.9,-619.7,-3.93
2104-07-08T03:58:54.1,-601.9,-619.7,-3.925
2104-07-08T03:58:54.2,-601.9,-619.7,-4.011
2104-07-08T03:58:54.3,-602,-619.7,-4.022
2104-07-08T03:58:54.5,-602,-619.7,-4.048
2104-07-08T03:58:54.6,-601.9,-619.7,-3.986
2104-07-08T03:58:54.7,-601.9,-619.7,-4.008
2104-07-08T03:58:54.8,-602,-619.7,-4.074
2104-07-08T03:58:54.9,-602,-619.7,-4.041
2104-07-08T03:58:55.1,-601.9,-619.8,-3.987
2104-07-08T03:58:55.2,-601.9,-619.8,-3.988
2104-07-08T03:58:55.4,-601.9,-619.8,-3.951
2104-07-08T03:58:55.5,-601.9,-619.8,-3.99
2104-07-08T03:58:55.6,-601.9,-619.8,-4.047
2104-07-08T03:58:55.7,-601.9,-619.8,-4.025
2104-07-08T03:58:55.8,-602,-619.8,-4.068
2104-07-08T03:58:55.9,-601.9,-619.8,-4.021
2104-07-08T03:58:56.1,-601.9,-619.8,-3.995
2104-07-08T03:58:56.2,-601.8,-619.8,-3.96
2104-07-08T03:58:56.3,-601.9,-619.7,-4.054
2104-07-08T03:58:56.5,-601.8,-619.7,-4.042
2104-07-08T03:58:56.6,-601.9,-619.7,-4.101
2104-07-08T03:58:56.7,-601.8,-619.7,-4.057
2104-07-08T03:58:56.8,-601.8,-619.7,-4.048
2104-07-08T03:58:56.9,-601.8,-619.7,-4.029
2104-07-08T03:58:57,-601.8,-619.8,-4.015
2104-07-08T03:58:57.2,-601.7,-619.8,-3.944
2104-07-08T03:58:57.3,-601.8,-619.8,-4.013
2104-07-08T03:58:57.4,-601.8,-619.8,-3.972
2104-07-08T03:58:57.5,-601.9,-619.9,-4.032
2104-07-08T03:58:57.7,-601.8,-619.8,-4.008
2104-07-08T03:58:57.8,-601.9,-619.8,-4.048
2104-07-08T03:58:57.9,-601.8,-619.8,-4.029
2104-07-08T03:58:58,-601.9,-619.9,-4.078
2104-07-08T03:58:58.2,-601.9,-619.9,-4.12
2104-07-08T03:58:58.3,-601.9,-619.9,-4.076
2104-07-08T03:58:58.4,-601.8,-619.9,-4.048
2104-07-08T03:58:58.5,-601.9,-619.9,-4.125
2104-07-08T03:58:58.7,-601.9,-619.8,-4.17
2104-07-08T03:58:58.8,-601.9,-619.9,-4.135
2104-07-08T03:58:58.9,-601.9,-619.9,-4.122
2104-07-08T03:58:59,-601.8,-619.9,-4.09
2104-07-08T03:58:59.1,-601.8,-619.9,-4.084
2104-07-08T03:58:59.3,-551.2,-606.6,30.23
2104-07-08T03:58:59.4,-615.3,-634.1,-3.68
2104-07-08T03:58:59.5,-613.7,-632.6,-3.605
2104-07-08T03:58:59.6,-612.4,-631.2,-3.7
2104-07-08T03:58:59.8,-610.3,-629,-3.72
2104-07-08T03:58:59.9,-609.3,-628.1,-3.665
2104-07-08T03:59:00,-608.5,-627.2,-3.722
2104-07-08T03:59:00.1,-607.9,-626.4,-3.815
2104-07-08T03:59:00.3,-606.7,-625.2,-3.808
2104-07-08T03:59:00.4,-606.1,-624.7,-3.765
2104-07-08T03:59:00.5,-605.6,-624.2,-3.756
2104-07-08T03:59:00.6,-605.2,-623.8,-3.76
2104-07-08T03:59:00.7,-604.9,-623.4,-3.823
2104-07-08T03:59:00.8,-604.5,-623.1,-3.777
2104-07-08T03:59:00.9,-604.3,-622.8,-3.815
2104-07-08T03:59:01,-604.1,-622.5,-3.897
2104-07-08T03:59:01.2,-603.5,-622.1,-3.811
2104-07-08T03:59:01.3,-603.4,-621.9,-3.843
2104-07-08T03:59:01.5,-603.2,-621.5,-3.975
2104-07-08T03:59:01.6,-603.1,-621.4,-4.022
2104-07-08T03:59:01.7,-602.9,-621.3,-3.971
2104-07-08T03:59:01.8,-602.8,-621.2,-3.939
2104-07-08T03:59:01.9,-602.6,-621.1,-3.904
--- Plant wounded ---
2104-07-08T03:59:02.1,-602.5,-620.9,-3.958
2104-07-08T03:59:02.2,-602.4,-620.8,-3.922
2104-07-08T03:59:02.3,-602.3,-620.8,-3.911
2104-07-08T03:59:02.5,-602.3,-620.7,-3.953
2104-07-08T03:59:02.6,-602.3,-620.6,-4
2104-07-08T03:59:02.7,-602.2,-620.6,-3.971
2104-07-08T03:59:02.9,-602.2,-620.5,-4.062
2104-07-08T03:59:03,-602.2,-620.5,-4.111
2104-07-08T03:59:03.1,-602.2,-620.5,-4.055
2104-07-08T03:59:03.3,-602.1,-620.5,-4.065
2104-07-08T03:59:03.4,-602.1,-620.5,-4.016
2104-07-08T03:59:03.5,-602.1,-620.4,-4.017
2104-07-08T03:59:03.7,-602,-620.3,-4.093
2104-07-08T03:59:03.8,-601.9,-620.3,-4.031
2104-07-08T03:59:03.9,-601.9,-620.3,-3.974
2104-07-08T03:59:04,-601.9,-620.3,-4.02
2104-07-08T03:59:04.2,-601.8,-620.3,-3.968
2104-07-08T03:59:04.3,-601.8,-620.3,-3.96
2104-07-08T03:59:04.4,-601.8,-620.3,-4.021
2104-07-08T03:59:04.5,-601.9,-620.3,-4.031
2104-07-08T03:59:04.7,-601.8,-620.3,-3.979
2104-07-08T03:59:04.8,-601.8,-620.3,-4.009
2104-07-08T03:59:04.9,-601.9,-620.3,-4.061
2104-07-08T03:59:05.1,-601.8,-620.3,-4.021
2104-07-08T03:59:05.2,-601.8,-620.3,-3.983
2104-07-08T03:59:05.3,-601.8,-620.3,-3.996
2104-07-08T03:59:05.4,-601.8,-620.3,-4.013
2104-07-08T03:59:05.5,-601.8,-620.3,-4.018
2104-07-08T03:59:05.7,-601.8,-620.3,-4.017
2104-07-08T03:59:05.8,-601.8,-620.3,-4.012
2104-07-08T03:59:05.9,-601.7,-620.3,-3.962
2104-07-08T03:59:06,-601.7,-620.3,-3.977
2104-07-08T03:59:06.2,-601.7,-620.3,-3.968
2104-07-08T03:59:06.3,-601.6,-620.3,-3.919
2104-07-08T03:59:06.4,-601.7,-620.3,-3.963
2104-07-08T03:59:06.5,-601.6,-620.2,-3.922
2104-07-08T03:59:06.6,-601.6,-620.2,-3.981
2104-07-08T03:59:06.7,-601.6,-620.2,-3.973
2104-07-08T03:59:06.9,-601.5,-620.2,-3.869
2104-07-08T03:59:07,-601.5,-620.2,-3.923
2104-07-08T03:59:07.1,-601.5,-620.2,-3.908
2104-07-08T03:59:07.2,-601.6,-620.2,-3.983
2104-07-08T03:59:07.3,-601.6,-620.2,-3.997
2104-07-08T03:59:07.5,-601.5,-620.2,-3.926
2104-07-08T03:59:07.6,-601.6,-620.2,-3.977
2104-07-08T03:59:07.7,-601.5,-620.2,-3.928
2104-07-08T03:59:07.8,-601.5,-620.2,-3.899
2104-07-08T03:59:08,-601.4,-620.2,-3.885
2104-07-08T03:59:08.1,-601.5,-620.2,-3.977
2104-07-08T03:59:08.2,-601.4,-620.1,-3.914
2104-07-08T03:59:08.3,-601.5,-620.2,-3.962
2104-07-08T03:59:08.4,-601.4,-620.2,-3.906
2104-07-08T03:59:08.5,-601.5,-620.2,-3.956
2104-07-08T03:59:08.7,-601.5,-620.1,-3.985
2104-07-08T03:59:08.8,-601.4,-620.1,-3.949
2104-07-08T03:59:08.9,-601.5,-620.2,-3.98
2104-07-08T03:59:09,-601.5,-620.2,-3.98
2104-07-08T03:59:09.1,-601.5,-620.2,-4.002
2104-07-08T03:59:09.3,-601.5,-620.2,-3.99
2104-07-08T03:59:09.4,-601.4,-620.2,-3.93
2104-07-08T03:59:09.5,-601.5,-620.2,-3.972
2104-07-08T03:59:09.6,-601.4,-620.2,-3.907
2104-07-08T03:59:09.8,-601.4,-620.2,-3.897
2104-07-08T03:59:09.9,-601.4,-620.2,-3.909
2104-07-08T03:59:10,-601.4,-620.2,-3.974
2104-07-08T03:59:10.1,-601.4,-620.2,-3.928
2104-07-08T03:59:10.2,-601.4,-620.2,-3.97
2104-07-08T03:59:10.4,-601.3,-620.2,-3.895
2104-07-08T03:59:10.5,-601.4,-620.2,-3.925
2104-07-08T03:59:10.6,-601.4,-620.2,-3.981
2104-07-08T03:59:10.7,-601.3,-620.2,-3.902
2104-07-08T03:59:10.9,-601.4,-620.2,-3.952
2104-07-08T03:59:11,-601.3,-620.2,-3.905
2104-07-08T03:59:11.1,-601.3,-620.2,-3.917
2104-07-08T03:59:11.2,-601.3,-620.2,-3.919
2104-07-08T03:59:11.3,-601.3,-620.2,-3.918
2104-07-08T03:59:11.4,-601.3,-620.2,-3.863
2104-07-08T03:59:11.6,-601.3,-620.2,-3.877
2104-07-08T03:59:11.7,-601.2,-620.2,-3.843
2104-07-08T03:59:11.8,-601.3,-620.2,-3.874
2104-07-08T03:59:11.9,-601.3,-620.2,-3.889
2104-07-08T03:59:12,-601.3,-620.1,-3.934
2104-07-08T03:59:12.2,-601.3,-620.2,-3.918
2104-07-08T03:59:12.3,-601.3,-620.2,-3.869
2104-07-08T03:59:12.4,-601.2,-620.2,-3.857
2104-07-08T03:59:12.5,-601.3,-620.2,-3.91
2104-07-08T03:59:12.6,-601.3,-620.2,-3.909
2104-07-08T03:59:12.8,-601.1,-620.1,-3.797
2104-07-08T03:59:12.9,-601.2,-620.1,-3.828
2104-07-08T03:59:13,-601.1,-620.1,-3.805
2104-07-08T03:59:13.1,-601.2,-620.1,-3.879
2104-07-08T03:59:13.2,-601.2,-620.1,-3.837
2104-07-08T03:59:13.4,-601.1,-620.1,-3.799
2104-07-08T03:59:13.5,-601.2,-620.2,-3.833
2104-07-08T03:59:13.6,-601.2,-620.1,-3.861
2104-07-08T03:59:13.7,-601.1,-620.1,-3.81
2104-07-08T03:59:13.8,-601.1,-620.1,-3.79
2104-07-08T03:59:13.9,-601.2,-620.2,-3.852
2104-07-08T03:59:14.1,-601.2,-620.2,-3.834
2104-07-08T03:59:14.2,-601.2,-620.2,-3.891
2104-07-08T03:59:14.3,-601.2,-620.2,-3.901
2104-07-08T03:59:14.4,-601.3,-620.2,-3.95
2104-07-08T03:59:14.5,-601.2,-620.2,-3.889
2104-07-08T03:59:14.6,-601.2,-620.2,-3.846
2104-07-08T03:59:14.8,-601.2,-620.2,-3.926
2104-07-08T03:59:14.9,-601.3,-620.1,-4.011
2104-07-08T03:59:15,-601.3,-620.1,-3.99
2104-07-08T03:59:15.1,-601.3,-620.1,-4.016
2104-07-08T03:59:15.3,-601.2,-620.1,-3.955
2104-07-08T03:59:15.4,-601.3,-620.1,-4
2104-07-08T03:59:15.5,-601.2,-620.1,-3.924
2104-07-08T03:59:15.7,-601.2,-620.1,-3.936
2104-07-08T03:59:15.8,-601.1,-620.1,-3.888
2104-07-08T03:59:15.9,-601.1,-620.1,-3.894
2104-07-08T03:59:16.1,-601.2,-620.1,-3.915
2104-07-08T03:59:16.2,-601.2,-620.1,-3.897
2104-07-08T03:59:16.4,-601.1,-620.1,-3.876
2104-07-08T03:59:16.5,-601.1,-620.1,-3.832
2104-07-08T03:59:16.6,-601.1,-620.1,-3.838
2104-07-08T03:59:16.7,-601.1,-620.1,-3.838
2104-07-08T03:59:16.9,-601.1,-620.1,-3.801
2104-07-08T03:59:17,-601.1,-620.1,-3.9
2104-07-08T03:59:17.1,-601.1,-620.1,-3.872
2104-07-08T03:59:17.2,-601.2,-620.1,-3.918
2104-07-08T03:59:17.3,-601.1,-620.1,-3.855
2104-07-08T03:59:17.5,-601.1,-620.1,-3.891
2104-07-08T03:59:17.6,-601.1,-620.1,-3.814
2104-07-08T03:59:17.7,-601,-620.1,-3.813
2104-07-08T03:59:17.8,-601.1,-620.1,-3.887
2104-07-08T03:59:17.9,-601.1,-620.1,-3.881
2104-07-08T03:59:18,-601.1,-620.1,-3.881
2104-07-08T03:59:18.2,-601.1,-620.1,-3.86
2104-07-08T03:59:18.3,-601.1,-620.1,-3.817
2104-07-08T03:59:18.4,-601.1,-620.1,-3.815
2104-07-08T03:59:18.5,-601.1,-620.1,-3.883
2104-07-08T03:59:18.6,-601,-620.1,-3.816
2104-07-08T03:59:18.8,-601.1,-620.1,-3.881
2104-07-08T03:59:18.9,-601.1,-620.1,-3.858
2104-07-08T03:59:19,-601,-620.1,-3.824
2104-07-08T03:59:19.1,-601.1,-620.1,-3.872
2104-07-08T03:59:19.2,-601.1,-620.1,-3.84
2104-07-08T03:59:19.4,-601.1,-620.1,-3.908
2104-07-08T03:59:19.5,-601.1,-620.1,-3.884
2104-07-08T03:59:19.6,-601.1,-620.1,-3.886
2104-07-08T03:59:19.7,-601.1,-620.1,-3.85
2104-07-08T03:59:19.8,-601.1,-620.1,-3.86
2104-07-08T03:59:20,-601.1,-620.1,-3.86
2104-07-08T03:59:20.1,-601,-620.1,-3.82
2104-07-08T03:59:20.2,-601.1,-620.1,-3.873
2104-07-08T03:59:20.3,-601.1,-620.1,-3.839
2104-07-08T03:59:20.4,-601.1,-620.1,-3.846
2104-07-08T03:59:20.5,-601,-620.1,-3.804
2104-07-08T03:59:20.7,-601,-620.1,-3.844
2104-07-08T03:59:20.8,-601,-620,-3.817
2104-07-08T03:59:20.9,-601,-620,-3.793
2104-07-08T03:59:21.1,-601,-620,-3.815
2104-07-08T03:59:21.2,-601,-620.1,-3.761
2104-07-08T03:59:21.3,-601,-620,-3.78
2104-07-08T03:59:21.4,-601,-620.1,-3.813
2104-07-08T03:59:21.5,-601,-620.1,-3.801
2104-07-08T03:59:21.6,-601,-620,-3.798
2104-07-08T03:59:21.8,-601,-620,-3.842
2104-07-08T03:59:21.9,-601.1,-620.1,-3.875
2104-07-08T03:59:22,-601.1,-620.1,-3.89
2104-07-08T03:59:22.1,-601.2,-620,-3.985
2104-07-08T03:59:22.2,-601.1,-620,-3.934
2104-07-08T03:59:22.4,-601.2,-620,-4.036
2104-07-08T03:59:22.5,-601.2,-620,-3.981
2104-07-08T03:59:22.6,-601.2,-620,-3.957
2104-07-08T03:59:22.7,-601.2,-620,-3.944
2104-07-08T03:59:22.8,-601.2,-620,-3.929
2104-07-08T03:59:23,-601.1,-620,-3.897
2104-07-08T03:59:23.1,-601.2,-620,-3.949
2104-07-08T03:59:23.2,-601.1,-620,-3.883
2104-07-08T03:59:23.3,-601.1,-620,-3.888
2104-07-08T03:59:23.4,-601.1,-620,-3.89
2104-07-08T03:59:23.6,-601.1,-620,-3.858
2104-07-08T03:59:23.7,-601.1,-620,-3.88
2104-07-08T03:59:23.8,-601.1,-620,-3.837
2104-07-08T03:59:23.9,-601.2,-620,-3.889
2104-07-08T03:59:24,-601.1,-620.1,-3.852
2104-07-08T03:59:24.1,-601.1,-620.1,-3.847
2104-07-08T03:59:24.3,-601.2,-620,-3.92
2104-07-08T03:59:24.4,-601.2,-620,-3.899
2104-07-08T03:59:24.5,-601.2,-620,-3.953
2104-07-08T03:59:24.6,-601.3,-620,-3.987
2104-07-08T03:59:24.8,-601.3,-620,-4.029
2104-07-08T03:59:24.9,-601.2,-620,-3.993
2104-07-08T03:59:25,-601.2,-620,-3.973
2104-07-08T03:59:25.1,-601.2,-620,-3.911
2104-07-08T03:59:25.2,-601.2,-620,-3.926
2104-07-08T03:59:25.4,-601.1,-620,-3.886
2104-07-08T03:59:25.5,-601.1,-620,-3.856
2104-07-08T03:59:25.6,-601.2,-620,-3.913
2104-07-08T03:59:25.7,-601.2,-620,-3.876
2104-07-08T03:59:25.8,-601.2,-620,-3.875
2104-07-08T03:59:25.9,-601.2,-620,-3.881
2104-07-08T03:59:26.1,-601.2,-620,-3.836
2104-07-08T03:59:26.2,-601.2,-620,-3.847
2104-07-08T03:59:26.3,-601.2,-620,-3.927
2104-07-08T03:59:26.4,-601.2,-620,-3.89
2104-07-08T03:59:26.5,-601.2,-620,-3.898
2104-07-08T03:59:26.7,-601.2,-620,-3.88
2104-07-08T03:59:26.8,-601.2,-620,-3.854
2104-07-08T03:59:26.9,-601.2,-620,-3.878
2104-07-08T03:59:27,-601.2,-620,-3.869
2104-07-08T03:59:27.2,-601.1,-620,-3.827
2104-07-08T03:59:27.3,-601.2,-619.9,-3.922
2104-07-08T03:59:27.4,-601.2,-619.9,-3.909
2104-07-08T03:59:27.5,-601.3,-620,-3.977
2104-07-08T03:59:27.6,-601.3,-619.9,-3.968
2104-07-08T03:59:27.7,-601.3,-620,-3.922
2104-07-08T03:59:27.9,-601.3,-619.9,-3.959
2104-07-08T03:59:28,-601.3,-619.9,-3.898
2104-07-08T03:59:28.1,-601.3,-620,-3.932
2104-07-08T03:59:28.2,-601.3,-619.9,-3.948
2104-07-08T03:59:28.3,-601.3,-619.9,-3.96
2104-07-08T03:59:28.5,-601.3,-620,-3.96
2104-07-08T03:59:28.6,-601.4,-619.9,-4.046
2104-07-08T03:59:28.7,-601.4,-620,-4.016
2104-07-08T03:59:28.8,-601.4,-619.9,-4.022
2104-07-08T03:59:28.9,-601.5,-619.9,-4.07
2104-07-08T03:59:29.1,-601.3,-619.9,-3.955
2104-07-08T03:59:29.2,-601.3,-619.9,-3.94
2104-07-08T03:59:29.3,-601.4,-619.9,-4.005
2104-07-08T03:59:29.4,-601.4,-619.9,-3.972
2104-07-08T03:59:29.5,-601.5,-619.9,-4.027
2104-07-08T03:59:29.7,-601.5,-619.9,-4.031
2104-07-08T03:59:29.8,-601.4,-619.9,-3.973
2104-07-08T03:59:29.9,-601.5,-619.9,-4.015
2104-07-08T03:59:30,-601.4,-619.9,-3.982
2104-07-08T03:59:30.1,-601.5,-619.9,-4.029
2104-07-08T03:59:30.2,-601.4,-619.9,-3.974
2104-07-08T03:59:30.4,-601.5,-619.9,-4.044
2104-07-08T03:59:30.5,-601.5,-619.9,-4.062
2104-07-08T03:59:30.6,-601.5,-619.9,-4.008
2104-07-08T03:59:30.7,-601.5,-619.9,-3.983
2104-07-08T03:59:30.9,-601.4,-619.9,-3.938
2104-07-08T03:59:31,-601.5,-619.9,-3.997
2104-07-08T03:59:31.2,-601.5,-619.9,-4.007
2104-07-08T03:59:31.3,-601.5,-619.9,-3.974
2104-07-08T03:59:31.4,-601.5,-619.9,-4.034
2104-07-08T03:59:31.5,-601.5,-619.9,-3.988
2104-07-08T03:59:31.6,-601.5,-619.9,-4.096
2104-07-08T03:59:31.8,-601.5,-619.9,-4.055
2104-07-08T03:59:31.9,-601.5,-619.9,-4.041
2104-07-08T03:59:32,-601.5,-619.9,-4.039
2104-07-08T03:59:32.1,-601.5,-619.8,-4.084
2104-07-08T03:59:32.2,-601.6,-619.8,-4.113
2104-07-08T03:59:32.4,-601.6,-619.9,-4.14
2104-07-08T03:59:32.5,-601.6,-619.9,-4.076
2104-07-08T03:59:32.6,-601.5,-619.9,-4.023
2104-07-08T03:59:32.7,-601.5,-619.9,-4.005
2104-07-08T03:59:32.8,-601.5,-619.9,-3.999
2104-07-08T03:59:32.9,-601.6,-619.9,-4.085
2104-07-08T03:59:33.1,-601.6,-619.9,-4.101
