Time (s),SE1,SE2,voltage diff
2104-07-08T03:59:33.2,-601.7,-619.9,-4.135
2104-07-08T03:59:33.3,-601.6,-619.9,-4.086
2104-07-08T03:59:33.4,-601.6,-619.9,-4.055
2104-07-08T03:59:33.5,-601.6,-619.9,-4.063
2104-07-08T03:59:33.6,-601.6,-619.9,-4.091
2104-07-08T03:59:33.8,-601.6,-619.9,-4.034
2104-07-08T03:59:33.9,-601.6,-619.9,-4.038
2104-07-08T03:59:34,-601.7,-619.9,-4.086
2104-07-08T03:59:34.1,-601.7,-619.9,-4.084
2104-07-08T03:59:34.2,-601.7,-619.9,-4.152
2104-07-08T03:59:34.3,-601.7,-619.9,-4.121
2104-07-08T03:59:34.5,-601.7,-619.9,-4.112
2104-07-08T03:59:34.6,-601.7,-619.9,-4.083
2104-07-08T03:59:34.7,-601.7,-619.9,-4.127
2104-07-08T03:59:34.8,-601.8,-619.9,-4.194
2104-07-08T03:59:34.9,-601.8,-619.9,-4.157
2104-07-08T03:59:35,-601.7,-620,-4.088
2104-07-08T03:59:35.2,-601.8,-620,-4.153
2104-07-08T03:59:35.3,-601.8,-620,-4.099
2104-07-08T03:59:35.4,-601.7,-620,-4.08
2104-07-08T03:59:35.5,-601.8,-619.9,-4.12
2104-07-08T03:59:35.6,-601.7,-620,-4.067
2104-07-08T03:59:35.8,-601.8,-620,-4.121
2104-07-08T03:59:35.9,-601.8,-620,-4.069
2104-07-08T03:59:36,-601.7,-620,-4.056
2104-07-08T03:59:36.1,-601.8,-620,-4.093
2104-07-08T03:59:36.2,-601.8,-620,-4.098
2104-07-08T03:59:36.3,-601.7,-620,-4.046
2104-07-08T03:59:36.5,-601.8,-620,-4.151
2104-07-08T03:59:36.6,-601.7,-619.9,-4.098
2104-07-08T03:59:36.7,-601.8,-619.9,-4.152
2104-07-08T03:59:36.8,-601.7,-619.9,-4.109
2104-07-08T03:59:36.9,-601.8,-619.9,-4.169
2104-07-08T03:59:37,-601.8,-619.9,-4.185
2104-07-08T03:59:37.2,-601.8,-619.9,-4.155
2104-07-08T03:59:37.3,-601.9,-619.9,-4.196
2104-07-08T03:59:37.4,-601.8,-619.9,-4.136
2104-07-08T03:59:37.5,-601.8,-619.9,-4.16
2104-07-08T03:59:37.6,-601.9,-620,-4.198
2104-07-08T03:59:37.7,-601.8,-620,-4.141
2104-07-08T03:59:37.9,-601.8,-619.9,-4.181
2104-07-08T03:59:38,-601.8,-619.9,-4.129
2104-07-08T03:59:38.1,-601.8,-619.9,-4.128
2104-07-08T03:59:38.2,-601.8,-619.9,-4.201
2104-07-08T03:59:38.3,-601.8,-619.9,-4.139
2104-07-08T03:59:38.4,-601.8,-619.9,-4.164
2104-07-08T03:59:38.6,-601.7,-619.9,-4.08
2104-07-08T03:59:38.7,-601.7,-619.9,-4.127
2104-07-08T03:59:38.8,-601.8,-619.9,-4.143
2104-07-08T03:59:38.9,-601.7,-619.9,-4.11
2104-07-08T03:59:39,-601.8,-619.9,-4.141
2104-07-08T03:59:39.2,-601.7,-619.9,-4.079
2104-07-08T03:59:39.3,-601.8,-619.9,-4.151
2104-07-08T03:59:39.4,-601.7,-619.9,-4.107
2104-07-08T03:59:39.5,-601.8,-619.9,-4.201
2104-07-08T03:59:39.6,-601.8,-619.9,-4.229
2104-07-08T03:59:39.8,-601.7,-619.9,-4.122
2104-07-08T03:59:39.9,-601.8,-619.9,-4.173
2104-07-08T03:59:40,-601.8,-619.9,-4.135
2104-07-08T03:59:40.1,-601.8,-619.9,-4.149
2104-07-08T03:59:40.2,-601.9,-619.9,-4.248
2104-07-08T03:59:40.3,-601.8,-619.9,-4.204
2104-07-08T03:59:40.5,-601.8,-619.9,-4.196
2104-07-08T03:59:40.6,-601.9,-619.9,-4.237
2104-07-08T03:59:40.7,-601.9,-620,-4.194
2104-07-08T03:59:40.8,-601.9,-620,-4.192
2104-07-08T03:59:40.9,-601.9,-620,-4.213
2104-07-08T03:59:41,-601.9,-620,-4.186
2104-07-08T03:59:41.2,-601.9,-620,-4.179
2104-07-08T03:59:41.3,-601.9,-619.9,-4.223
2104-07-08T03:59:41.4,-601.9,-620,-4.159
2104-07-08T03:59:41.5,-601.8,-620,-4.112
2104-07-08T03:59:41.6,-601.9,-620,-4.151
2104-07-08T03:59:41.7,-601.8,-620,-4.118
2104-07-08T03:59:41.9,-601.9,-619.9,-4.213
2104-07-08T03:59:42,-601.9,-619.9,-4.259
2104-07-08T03:59:42.1,-601.9,-619.9,-4.263
2104-07-08T03:59:42.2,-601.9,-619.9,-4.257
2104-07-08T03:59:42.3,-601.8,-619.9,-4.205
2104-07-08T03:59:42.4,-601.9,-619.9,-4.248
2104-07-08T03:59:42.6,-601.9,-619.9,-4.294
2104-07-08T03:59:42.7,-601.9,-619.9,-4.236
2104-07-08T03:59:42.8,-601.9,-619.9,-4.242
2104-07-08T03:59:42.9,-601.8,-619.9,-4.189
2104-07-08T03:59:43,-601.9,-619.9,-4.259
2104-07-08T03:59:43.1,-601.8,-619.9,-4.192
2104-07-08T03:59:43.4,-601.8,-619.9,-4.134
2104-07-08T03:59:43.5,-601.8,-619.9,-4.153
2104-07-08T03:59:43.6,-601.8,-619.9,-4.122
2104-07-08T03:59:43.8,-601.8,-619.9,-4.11
2104-07-08T03:59:43.9,-601.8,-619.9,-4.173
2104-07-08T03:59:44,-601.9,-619.8,-4.262
2104-07-08T03:59:44.1,-601.9,-619.9,-4.243
2104-07-08T03:59:44.3,-601.9,-619.9,-4.275
2104-07-08T03:59:44.4,-601.9,-619.9,-4.263
2104-07-08T03:59:44.5,-601.9,-619.9,-4.201
2104-07-08T03:59:44.6,-601.9,-619.9,-4.237
2104-07-08T03:59:44.7,-601.8,-619.9,-4.162
2104-07-08T03:59:44.9,-601.8,-619.9,-4.142
2104-07-08T03:59:45,-601.8,-619.9,-4.095
2104-07-08T03:59:45.1,-601.8,-619.9,-4.104
2104-07-08T03:59:45.2,-601.8,-619.9,-4.099
2104-07-08T03:59:45.4,-601.9,-619.9,-4.195
2104-07-08T03:59:45.5,-601.9,-619.9,-4.191
2104-07-08T03:59:45.6,-602,-619.9,-4.248
2104-07-08T03:59:45.7,-601.9,-620,-4.197
2104-07-08T03:59:45.8,-602,-620,-4.246
2104-07-08T03:59:45.9,-602,-620,-4.255
2104-07-08T03:59:46.1,-601.9,-619.9,-4.257
2104-07-08T03:59:46.2,-601.9,-619.9,-4.231
2104-07-08T03:59:46.3,-601.9,-619.9,-4.164
2104-07-08T03:59:46.4,-601.8,-619.9,-4.148
2104-07-08T03:59:46.6,-601.8,-619.9,-4.123
2104-07-08T03:59:46.7,-601.8,-619.9,-4.167
2104-07-08T03:59:46.8,-601.9,-619.9,-4.217
2104-07-08T03:59:46.9,-601.9,-619.9,-4.189
2104-07-08T03:59:47,-601.9,-619.9,-4.147
2104-07-08T03:59:47.2,-602,-619.9,-4.268
2104-07-08T03:59:47.3,-601.9,-619.9,-4.193
2104-07-08T03:59:47.4,-601.9,-619.9,-4.178
2104-07-08T03:59:47.5,-601.8,-619.9,-4.134
2104-07-08T03:59:47.6,-601.8,-619.9,-4.119
2104-07-08T03:59:47.8,-601.8,-619.9,-4.107
2104-07-08T03:59:47.9,-601.9,-619.9,-4.134
2104-07-08T03:59:48,-601.8,-619.9,-4.118
2104-07-08T03:59:48.1,-601.9,-619.9,-4.198
2104-07-08T03:59:48.3,-601.9,-619.8,-4.205
2104-07-08T03:59:48.4,-601.8,-619.8,-4.169
2104-07-08T03:59:48.5,-601.8,-619.8,-4.157
2104-07-08T03:59:48.6,-601.8,-619.8,-4.162
2104-07-08T03:59:48.7,-601.9,-619.8,-4.181
2104-07-08T03:59:48.9,-601.9,-619.8,-4.228
2104-07-08T03:59:49,-601.9,-619.8,-4.169
2104-07-08T03:59:49.1,-601.9,-619.8,-4.164
2104-07-08T03:59:49.2,-601.9,-619.8,-4.201
2104-07-08T03:59:49.3,-601.9,-619.8,-4.178
2104-07-08T03:59:49.5,-601.8,-619.8,-4.115
2104-07-08T03:59:49.6,-601.9,-619.8,-4.143
2104-07-08T03:59:49.7,-601.8,-619.9,-4.125
2104-07-08T03:59:49.8,-601.9,-619.9,-4.156
2104-07-08T03:59:49.9,-601.8,-619.8,-4.124
2104-07-08T03:59:50.1,-601.9,-619.8,-4.159
2104-07-08T03:59:50.2,-601.9,-619.8,-4.158
2104-07-08T03:59:50.3,-601.9,-619.8,-4.219
2104-07-08T03:59:50.4,-601.9,-619.8,-4.171
2104-07-08T03:59:50.5,-601.8,-619.8,-4.129
2104-07-08T03:59:50.6,-601.9,-619.8,-4.178
2104-07-08T03:59:50.8,-602,-619.8,-4.236
2104-07-08T03:59:50.9,-601.9,-619.8,-4.186
2104-07-08T03:59:51,-602,-619.8,-4.242
2104-07-08T03:59:51.1,-601.9,-619.8,-4.218
2104-07-08T03:59:51.3,-602,-619.8,-4.299
2104-07-08T03:59:51.4,-601.9,-619.8,-4.22
2104-07-08T03:59:51.5,-601.9,-619.8,-4.243
2104-07-08T03:59:51.6,-602,-619.8,-4.273
2104-07-08T03:59:51.7,-601.9,-619.8,-4.227
2104-07-08T03:59:51.9,-602,-619.8,-4.301
2104-07-08T03:59:52,-602,-619.8,-4.289
2104-07-08T03:59:52.1,-602,-619.8,-4.29
2104-07-08T03:59:52.2,-602.1,-619.8,-4.377
2104-07-08T03:59:52.3,-602,-619.8,-4.282
2104-07-08T03:59:52.4,-601.9,-619.7,-4.216
2104-07-08T03:59:52.6,-601.9,-619.8,-4.182
2104-07-08T03:59:52.7,-601.9,-619.8,-4.22
2104-07-08T03:59:52.8,-602,-619.8,-4.267
2104-07-08T03:59:52.9,-602,-619.8,-4.215
2104-07-08T03:59:53,-602,-619.8,-4.225
2104-07-08T03:59:53.2,-602,-619.8,-4.206
2104-07-08T03:59:53.3,-602,-619.8,-4.208
2104-07-08T03:59:53.4,-602.1,-619.9,-4.272
2104-07-08T03:59:53.5,-602.1,-619.9,-4.283
2104-07-08T03:59:53.7,-602.1,-619.8,-4.318
2104-07-08T03:59:53.8,-602.1,-619.9,-4.304
2104-07-08T03:59:53.9,-602.1,-619.9,-4.293
2104-07-08T03:59:54,-602.1,-619.8,-4.27
2104-07-08T03:59:54.1,-602.1,-619.9,-4.281
2104-07-08T03:59:54.2,-602,-619.8,-4.226
2104-07-08T03:59:54.4,-602.1,-619.9,-4.236
2104-07-08T03:59:54.5,-602.1,-619.8,-4.249
2104-07-08T03:59:54.6,-602.1,-619.9,-4.293
2104-07-08T03:59:54.7,-602.1,-619.9,-4.3
2104-07-08T03:59:54.8,-602.2,-619.9,-4.34
2104-07-08T03:59:55,-602.2,-619.9,-4.302
2104-07-08T03:59:55.1,-602.1,-619.9,-4.232
2104-07-08T03:59:55.2,-602.1,-619.9,-4.221
2104-07-08T03:59:55.3,-602.1,-619.8,-4.254
2104-07-08T03:59:55.5,-602,-619.8,-4.161
2104-07-08T03:59:55.6,-602.1,-619.8,-4.259
2104-07-08T03:59:55.7,-602.1,-619.8,-4.266
2104-07-08T03:59:55.8,-602.1,-619.8,-4.299
2104-07-08T03:59:55.9,-602.1,-619.8,-4.243
2104-07-08T03:59:56,-602.1,-619.8,-4.236
2104-07-08T03:59:56.2,-602,-619.8,-4.202
2104-07-08T03:59:56.3,-602,-619.8,-4.177
2104-07-08T03:59:56.4,-602.1,-619.8,-4.224
2104-07-08T03:59:56.5,-602.1,-619.8,-4.221
2104-07-08T03:59:56.7,-602.1,-619.8,-4.212
2104-07-08T03:59:56.8,-602,-619.8,-4.175
2104-07-08T03:59:56.9,-602.1,-619.8,-4.26
2104-07-08T03:59:57,-602.1,-619.8,-4.278
2104-07-08T03:59:57.1,-602.1,-619.8,-4.224
2104-07-08T03:59:57.3,-602.1,-619.8,-4.243
2104-07-08T03:59:57.4,-602,-619.8,-4.197
2104-07-08T03:59:57.5,-602.1,-619.7,-4.311
2104-07-08T03:59:57.7,-602.1,-619.7,-4.248
2104-07-08T03:59:57.8,-602.1,-619.7,-4.335
2104-07-08T03:59:57.9,-602.2,-619.7,-4.383
2104-07-08T03:59:58,-602.1,-619.7,-4.32
2104-07-08T03:59:58.2,-602.2,-619.7,-4.361
2104-07-08T03:59:58.3,-602.2,-619.7,-4.383
2104-07-08T03:59:58.4,-602.2,-619.7,-4.336
2104-07-08T03:59:58.5,-602.2,-619.7,-4.424
2104-07-08T03:59:58.6,-602.2,-619.6,-4.471
2104-07-08T03:59:58.7,-602.2,-619.6,-4.433
2104-07-08T03:59:58.9,-602.1,-619.7,-4.331
2104-07-08T03:59:59,-602,-619.7,-4.268
2104-07-08T03:59:59.1,-602.1,-619.6,-4.368
2104-07-08T03:59:59.3,-551.2,-606.7,29.95
2104-07-08T03:59:59.4,-615.4,-633.9,-3.822
2104-07-08T03:59:59.5,-614,-632.3,-3.861
2104-07-08T03:59:59.6,-612.5,-631,-3.769
2104-07-08T03:59:59.7,-611.4,-629.8,-3.762
2104-07-08T03:59:59.8,-610.4,-628.7,-3.759
2104-07-08T04:00:00,-608.7,-626.9,-3.817
2104-07-08T04:00:00.1,-607.9,-626.2,-3.802
2104-07-08T04:00:00.2,-607.3,-625.5,-3.848
2104-07-08T04:00:00.4,-606.2,-624.4,-3.807
2104-07-08T04:00:00.5,-605.7,-623.9,-3.801
2104-07-08T04:00:00.6,-605.3,-623.5,-3.8
2104-07-08T04:00:00.8,-604.8,-622.8,-3.933
2104-07-08T04:00:00.9,-604.5,-622.5,-3.913
2104-07-08T04:00:01,-604.3,-622.2,-4.028
2104-07-08T04:00:01.1,-604.1,-622,-4.03
2104-07-08T04:00:01.3,-603.7,-621.5,-4.094
2104-07-08T04:00:01.4,-603.7,-621.4,-4.136
2104-07-08T04:00:01.5,-603.5,-621.3,-4.146
2104-07-08T04:00:01.6,-603.5,-621.1,-4.199
2104-07-08T04:00:01.8,-603.2,-620.9,-4.091
2104-07-08T04:00:01.9,-603.2,-620.8,-4.154
2104-07-08T04:00:02,-603.1,-620.8,-4.137
2104-07-08T04:00:02.2,-602.9,-620.6,-4.096
2104-07-08T04:00:02.3,-602.8,-620.6,-4.093
2104-07-08T04:00:02.4,-602.9,-620.5,-4.205
2104-07-08T04:00:02.5,-602.8,-620.4,-4.208
2104-07-08T04:00:02.7,-602.8,-620.4,-4.223
2104-07-08T04:00:02.8,-602.7,-620.3,-4.22
2104-07-08T04:00:02.9,-602.7,-620.3,-4.145
2104-07-08T04:00:03,-602.6,-620.3,-4.158
2104-07-08T04:00:03.2,-602.7,-620.3,-4.201
2104-07-08T04:00:03.3,-602.6,-620.3,-4.138
2104-07-08T04:00:03.4,-602.5,-620.2,-4.097
2104-07-08T04:00:03.5,-602.4,-620.2,-4.056
2104-07-08T04:00:03.7,-602.4,-620.2,-4.062
2104-07-08T04:00:03.8,-602.4,-620.1,-4.054
2104-07-08T04:00:03.9,-602.5,-620.2,-4.128
2104-07-08T04:00:04,-602.5,-620.1,-4.14
2104-07-08T04:00:04.1,-602.4,-620.1,-4.096
2104-07-08T04:00:04.3,-602.4,-620.1,-4.128
2104-07-08T04:00:04.4,-602.4,-620.1,-4.076
2104-07-08T04:00:04.5,-602.3,-620.1,-4.047
2104-07-08T04:00:04.6,-602.4,-620.1,-4.06
2104-07-08T04:00:04.7,-602.3,-620.1,-4.064
2104-07-08T04:00:04.9,-602.4,-620.1,-4.135
2104-07-08T04:00:05,-602.4,-620.1,-4.146
2104-07-08T04:00:05.1,-602.5,-620,-4.206
2104-07-08T04:00:05.2,-602.4,-620,-4.136
2104-07-08T04:00:05.3,-602.4,-620,-4.206
2104-07-08T04:00:05.5,-602.3,-620,-4.124
2104-07-08T04:00:05.6,-602.3,-620,-4.175
2104-07-08T04:00:05.7,-602.4,-620,-4.193
2104-07-08T04:00:05.8,-602.4,-620,-4.15
2104-07-08T04:00:05.9,-602.4,-620,-4.191
2104-07-08T04:00:06,-602.4,-620,-4.173
2104-07-08T04:00:06.2,-602.4,-620,-4.198
2104-07-08T04:00:06.3,-602.4,-620,-4.216
2104-07-08T04:00:06.4,-602.3,-619.9,-4.165
2104-07-08T04:00:06.5,-602.3,-619.9,-4.118
2104-07-08T04:00:06.7,-602.3,-619.9,-4.193
2104-07-08T04:00:06.8,-602.4,-620,-4.241
2104-07-08T04:00:06.9,-602.4,-620,-4.25
2104-07-08T04:00:07,-602.4,-620,-4.199
2104-07-08T04:00:07.1,-602.4,-620,-4.167
2104-07-08T04:00:07.3,-602.3,-620,-4.124
2104-07-08T04:00:07.4,-602.3,-620,-4.131
2104-07-08T04:00:07.5,-602.3,-620,-4.12
2104-07-08T04:00:07.6,-602.4,-620,-4.172
2104-07-08T04:00:07.7,-602.3,-620,-4.138
2104-07-08T04:00:07.9,-602.3,-620,-4.158
2104-07-08T04:00:08,-602.4,-620,-4.168
2104-07-08T04:00:08.1,-602.3,-620,-4.153
2104-07-08T04:00:08.2,-602.4,-620,-4.164
2104-07-08T04:00:08.4,-602.3,-620,-4.162
2104-07-08T04:00:08.5,-602.3,-620,-4.116
2104-07-08T04:00:08.6,-602.3,-620,-4.164
2104-07-08T04:00:08.7,-602.3,-620,-4.143
2104-07-08T04:00:08.8,-602.3,-620,-4.16
2104-07-08T04:00:08.9,-602.3,-620,-4.165
2104-07-08T04:00:09.1,-602.3,-620,-4.129
2104-07-08T04:00:09.2,-602.4,-619.9,-4.193
2104-07-08T04:00:09.3,-602.3,-619.9,-4.148
2104-07-08T04:00:09.4,-602.3,-619.9,-4.199
2104-07-08T04:00:09.6,-602.3,-619.9,-4.186
2104-07-08T04:00:09.7,-602.3,-619.9,-4.139
2104-07-08T04:00:09.8,-602.3,-619.9,-4.211
2104-07-08T04:00:09.9,-602.3,-619.9,-4.172
2104-07-08T04:00:10,-602.2,-619.9,-4.121
2104-07-08T04:00:10.2,-602.3,-619.9,-4.188
2104-07-08T04:00:10.3,-602.3,-620,-4.147
2104-07-08T04:00:10.4,-602.3,-620,-4.192
2104-07-08T04:00:10.5,-602.4,-619.9,-4.218
2104-07-08T04:00:10.7,-602.3,-620,-4.168
2104-07-08T04:00:10.8,-602.3,-619.9,-4.256
2104-07-08T04:00:10.9,-602.3,-619.9,-4.179
2104-07-08T04:00:11,-602.3,-619.9,-4.275
2104-07-08T04:00:11.1,-602.3,-619.9,-4.212
2104-07-08T04:00:11.3,-602.2,-619.9,-4.16
2104-07-08T04:00:11.4,-602.3,-619.9,-4.179
2104-07-08T04:00:11.5,-602.3,-619.9,-4.211
2104-07-08T04:00:11.6,-602.4,-619.9,-4.263
2104-07-08T04:00:11.7,-602.3,-619.9,-4.21
2104-07-08T04:00:11.8,-602.3,-619.9,-4.173
2104-07-08T04:00:12,-602.3,-619.9,-4.206
2104-07-08T04:00:12.1,-602.3,-619.9,-4.27
2104-07-08T04:00:12.2,-602.3,-619.9,-4.229
2104-07-08T04:00:12.3,-602.3,-619.9,-4.254
2104-07-08T04:00:12.5,-602.3,-619.8,-4.308
2104-07-08T04:00:12.6,-602.3,-619.9,-4.236
2104-07-08T04:00:12.7,-602.2,-619.9,-4.22
2104-07-08T04:00:12.8,-602.3,-619.9,-4.253
2104-07-08T04:00:12.9,-602.2,-619.9,-4.202
2104-07-08T04:00:13.1,-602.3,-619.9,-4.237
2104-07-08T04:00:13.2,-602.3,-619.9,-4.286
2104-07-08T04:00:13.3,-602.3,-619.9,-4.222
2104-07-08T04:00:13.4,-602.3,-619.9,-4.214
2104-07-08T04:00:13.5,-602.3,-619.9,-4.188
2104-07-08T04:00:13.7,-602.3,-619.9,-4.174
2104-07-08T04:00:13.8,-602.2,-620,-4.148
2104-07-08T04:00:13.9,-602.2,-620,-4.113
2104-07-08T04:00:14,-602.2,-620,-4.103
2104-07-08T04:00:14.2,-602.2,-620,-4.096
2104-07-08T04:00:14.3,-602.1,-620,-4.047
2104-07-08T04:00:14.4,-602.1,-619.9,-4.059
2104-07-08T04:00:14.5,-602.1,-619.9,-4.034
2104-07-08T04:00:14.6,-602,-619.9,-4
2104-07-08T04:00:14.7,-602,-619.8,-4.112
2104-07-08T04:00:14.9,-602.1,-619.8,-4.104
2104-07-08T04:00:15,-602,-619.9,-4.056
2104-07-08T04:00:15.1,-602,-619.9,-4.068
2104-07-08T04:00:15.2,-602.1,-619.9,-4.082
2104-07-08T04:00:15.4,-602.1,-619.9,-4.114
2104-07-08T04:00:15.5,-602.1,-619.9,-4.148
2104-07-08T04:00:15.6,-602.1,-619.9,-4.098
2104-07-08T04:00:15.7,-602.1,-619.9,-4.122
2104-07-08T04:00:15.8,-602,-619.9,-4.084
2104-07-08T04:00:15.9,-602.1,-619.9,-4.144
2104-07-08T04:00:16.1,-602.1,-619.9,-4.098
2104-07-08T04:00:16.2,-602.1,-619.9,-4.107
2104-07-08T04:00:16.3,-602,-619.9,-4.058
2104-07-08T04:00:16.5,-602,-619.9,-4.033
2104-07-08T04:00:16.6,-602.1,-619.9,-4.124
2104-07-08T04:00:16.7,-602,-619.9,-4.079
2104-07-08T04:00:16.8,-602,-619.9,-4.049
2104-07-08T04:00:16.9,-602.1,-619.9,-4.123
2104-07-08T04:00:17.1,-602,-619.9,-4.073
2104-07-08T04:00:17.2,-602,-619.9,-4.098
2104-07-08T04:00:17.3,-602,-619.9,-4.052
2104-07-08T04:00:17.4,-602,-619.9,-4.088
2104-07-08T04:00:17.5,-602,-619.9,-4.057
2104-07-08T04:00:17.7,-602,-619.9,-4.031
2104-07-08T04:00:17.8,-602,-619.9,-4.072
2104-07-08T04:00:17.9,-602,-619.9,-4.03
2104-07-08T04:00:18,-602,-619.9,-4.02
2104-07-08T04:00:18.2,-602,-619.9,-4.042
2104-07-08T04:00:18.3,-601.9,-619.9,-4.02
2104-07-08T04:00:18.4,-602,-619.8,-4.107
2104-07-08T04:00:18.5,-602,-619.8,-4.155
2104-07-08T04:00:18.6,-602,-619.8,-4.097
2104-07-08T04:00:18.7,-602,-619.9,-4.074
2104-07-08T04:00:18.9,-602,-619.9,-4.14
2104-07-08T04:00:19,-602,-619.9,-4.109
2104-07-08T04:00:19.1,-602,-619.9,-4.115
2104-07-08T04:00:19.2,-602,-619.8,-4.092
2104-07-08T04:00:19.3,-602,-619.8,-4.161
2104-07-08T04:00:19.5,-601.9,-619.8,-4.059
2104-07-08T04:00:19.6,-601.9,-619.8,-4.058
2104-07-08T04:00:19.7,-601.8,-619.8,-4.004
2104-07-08T04:00:19.8,-601.8,-619.8,-3.965
2104-07-08T04:00:20,-601.9,-619.7,-4.17
2104-07-08T04:00:20.1,-601.9,-619.7,-4.105
2104-07-08T04:00:20.2,-601.9,-619.7,-4.138
2104-07-08T04:00:20.3,-601.9,-619.8,-4.112
2104-07-08T04:00:20.4,-601.9,-619.7,-4.173
2104-07-08T04:00:20.5,-601.9,-619.7,-4.172
2104-07-08T04:00:20.7,-602,-619.8,-4.161
2104-07-08T04:00:20.8,-601.9,-619.8,-4.13
2104-07-08T04:00:20.9,-601.9,-619.8,-4.086
2104-07-08T04:00:21,-601.8,-619.8,-4.042
2104-07-08T04:00:21.2,-601.8,-619.8,-4.055
2104-07-08T04:00:21.3,-601.9,-619.8,-4.102
2104-07-08T04:00:21.4,-601.9,-619.8,-4.108
2104-07-08T04:00:21.5,-601.8,-619.8,-4.073
2104-07-08T04:00:21.6,-601.9,-619.8,-4.123
2104-07-08T04:00:21.8,-601.8,-619.8,-4.093
2104-07-08T04:00:21.9,-601.8,-619.8,-4.089
2104-07-08T04:00:22,-601.8,-619.8,-4.049
2104-07-08T04:00:22.1,-601.8,-619.8,-4.046
2104-07-08T04:00:22.3,-601.8,-619.8,-4.008
2104-07-08T04:00:22.4,-601.7,-619.8,-4.004
2104-07-08T04:00:22.5,-601.7,-619.8,-4.014
2104-07-08T04:00:22.6,-601.7,-619.8,-3.989
2104-07-08T04:00:22.7,-601.8,-619.8,-4.021
2104-07-08T04:00:22.9,-601.8,-619.8,-4.053
2104-07-08T04:00:23,-601.7,-619.8,-4.002
2104-07-08T04:00:23.1,-601.8,-619.8,-4.046
2104-07-08T04:00:23.2,-601.7,-619.8,-4.028
2104-07-08T04:00:23.3,-601.7,-619.8,-4.018
2104-07-08T04:00:23.4,-601.8,-619.8,-4.026
2104-07-08T04:00:23.6,-601.8,-619.8,-4.024
2104-07-08T04:00:23.7,-601.7,-619.8,-3.963
2104-07-08T04:00:23.8,-601.7,-619.8,-3.96
2104-07-08T04:00:23.9,-601.7,-619.8,-4.029
2104-07-08T04:00:24.1,-601.7,-619.8,-4.021
2104-07-08T04:00:24.2,-601.6,-619.8,-3.957
2104-07-08T04:00:24.3,-601.7,-619.8,-3.993
2104-07-08T04:00:24.4,-601.7,-619.7,-4.092
2104-07-08T04:00:24.5,-601.7,-619.7,-4.095
2104-07-08T04:00:24.7,-601.7,-619.8,-4.057
2104-07-08T04:00:24.8,-601.7,-619.8,-4.059
2104-07-08T04:00:24.9,-601.8,-619.8,-4.103
2104-07-08T04:00:25,-601.7,-619.8,-4.059
2104-07-08T04:00:25.1,-601.7,-619.8,-4.087
2104-07-08T04:00:25.2,-601.6,-619.8,-4.031
2104-07-08T04:00:25.4,-601.7,-619.8,-4.095
2104-07-08T04:00:25.5,-601.8,-619.8,-4.137
2104-07-08T04:00:25.6,-601.7,-619.8,-4.082
2104-07-08T04:00:25.7,-601.7,-619.7,-4.154
2104-07-08T04:00:25.9,-601.7,-619.7,-4.133
2104-07-08T04:00:26,-601.7,-619.7,-4.136
2104-07-08T04:00:26.1,-601.6,-619.7,-4.048
2104-07-08T04:00:26.2,-601.6,-619.7,-4.055
2104-07-08T04:00:26.3,-601.5,-619.7,-4.006
2104-07-08T04:00:26.5,-601.4,-619.7,-3.905
2104-07-08T04:00:26.6,-601.4,-619.7,-3.905
2104-07-08T04:00:26.7,-601.4,-619.7,-3.932
2104-07-08T04:00:26.8,-601.4,-619.7,-3.902
2104-07-08T04:00:26.9,-601.5,-619.7,-3.965
2104-07-08T04:00:27.1,-601.5,-619.8,-3.964
2104-07-08T04:00:27.2,-601.5,-619.8,-3.997
2104-07-08T04:00:27.3,-601.4,-619.8,-3.925
2104-07-08T04:00:27.4,-601.4,-619.8,-3.91
2104-07-08T04:00:27.6,-601.3,-619.7,-3.851
2104-07-08T04:00:27.7,-601.3,-619.8,-3.843
2104-07-08T04:00:27.8,-601.4,-619.7,-3.877
2104-07-08T04:00:27.9,-601.3,-619.7,-3.854
2104-07-08T04:00:28,-601.3,-619.7,-3.83
2104-07-08T04:00:28.1,-601.3,-619.7,-3.876
2104-07-08T04:00:28.3,-601.2,-619.7,-3.797
2104-07-08T04:00:28.4,-601.3,-619.7,-3.858
2104-07-08T04:00:28.5,-601.3,-619.7,-3.928
2104-07-08T04:00:28.6,-601.4,-619.7,-4.029
2104-07-08T04:00:28.8,-601.3,-619.7,-4.007
2104-07-08T04:00:28.9,-601.3,-619.7,-3.953
2104-07-08T04:00:29,-601.2,-619.7,-3.888
2104-07-08T04:00:29.1,-601.2,-619.6,-3.951
2104-07-08T04:00:29.2,-601.2,-619.7,-3.939
2104-07-08T04:00:29.4,-601.2,-619.7,-3.929
2104-07-08T04:00:29.5,-601.2,-619.7,-3.929
2104-07-08T04:00:29.6,-601.3,-619.6,-4.034
2104-07-08T04:00:29.7,-601.3,-619.6,-4.019
2104-07-08T04:00:29.8,-601.3,-619.7,-4.037
2104-07-08T04:00:30,-601.3,-619.6,-4.107
2104-07-08T04:00:30.1,-601.3,-619.6,-4.044
2104-07-08T04:00:30.2,-601.2,-619.7,-3.959
2104-07-08T04:00:30.3,-601.3,-619.7,-3.977
2104-07-08T04:00:30.4,-601.2,-619.7,-3.918
2104-07-08T04:00:30.6,-601.1,-619.7,-3.871
2104-07-08T04:00:30.7,-601.1,-619.7,-3.836
